Team Number,Mu,Sigma
4768,21.0299,2.66232
6616,22.6487,2.57933
6742,25.6469,2.68304
6152,23.8788,2.70605
247,25.767,2.07653
5167,21.1254,2.49266
2851,23.3624,2.53848
6338,23.4814,2.59836
6120,22.7623,2.55781
3619,25.5621,2.56681
6013,20.7857,2.73449
5712,24.5763,2.41287
703,23.653,2.63536
5216,23.6763,2.66976
5424,25.8634,2.86365
6102,24.2079,2.57879
3570,25.1976,2.73555
5231,21.3089,2.63209
6611,22.244,2.8176
6597,24.4461,2.69675
6493,22.6569,2.87599
5982,20.4435,2.834
5504,23.1393,2.83566
5229,23.984,2.61287
5257,23.8525,2.9237
5193,23.7622,2.65328
6100,23.3356,2.61197
5622,23.1304,2.76326
5610,25.5026,2.42567
6627,23.8756,2.55707
5316,24.9773,2.42224
5927,27.0045,2.40576
6128,21.4954,2.69757
2405,24.0906,2.53061
6122,26.9668,2.80527
835,22.8217,3.50357
6561,23.9918,2.66856
6599,23.4876,2.71542
3755,27.9321,4.48572
3293,30.1704,4.35081
4539,29.3957,3.04141
93,28.1364,3.03028
5253,23.698,4.89102
3275,27.0099,4.79075
4181,24.7981,4.98662
5299,26.9494,4.96354
6318,26.2067,4.78668
4728,27.6197,4.78084
5913,22.8349,4.6976
4480,23.6313,5.14691
4397,26.7289,4.9826
3840,19.0208,4.9983
4845,26.7318,4.8236
2227,23.4978,3.52056
2264,24.3402,4.68497
3042,23.2245,3.80034
2503,25.0051,5.10482
3102,23.6871,3.5415
3740,21.1782,4.90424
3277,29.7551,3.58208
4182,25.0286,5.2719
2538,28.1547,5.30329
2531,25.3258,3.5324
5658,25.7119,5.25875
6453,26.9998,5.30881
1714,27.6083,3.24318
6217,20.4007,5.03819
4360,20.1891,5.17672
6720,27.6344,5.17569
6056,22.4883,5.20135
6663,20.4998,5.29282
5999,19.3299,5.38421
3276,24.9852,3.50058
4511,23.3142,5.21606
6160,21.5508,5.10264
3750,25.8256,3.64734
5998,26.3645,5.12827
5542,19.6459,5.30116
4217,26.5292,5.02503
4741,24.5207,5.16013
4674,29.4643,5.41094
4260,19.3961,5.28957
3294,23.5606,5.4241
6022,26.2169,5.10229
4238,23.9462,5.36899
6047,25.8134,5.18742
2977,25.0208,3.80816
3134,27.3333,5.40673
5464,24.4691,3.37904
3054,22.124,5.02549
4166,22.5887,5.2198
3291,22.7318,5.25281
6146,29.4287,5.19919
1710,28.9537,3.24103
3691,22.6808,4.80924
2129,24.806,4.98885
1806,28.0629,3.1588
4663,24.5045,4.6461
3197,24.3055,3.35822
2472,26.3079,3.21746
6749,21.9413,4.34868
5801,26.8285,3.3157
3610,21.3929,5.13682
5278,20.4407,5.28189
3292,22.4641,5.11673
5626,24.9206,5.26012
3055,26.7166,5.10816
2207,27.7251,5.00723
2957,23.5345,4.90433
2654,22.0096,5.29334
5275,25.121,5.05876
4693,21.5129,4.97593
2667,25.565,5.03835
2549,20.082,5.1123
3848,22.0327,5.08139
2606,24.7818,5.03002
4215,27.4486,4.88856
4225,20.6276,4.98332
4687,21.1719,5.20484
5340,25.8418,4.92474
3926,27.1645,5.03544
6480,19.4201,5.13072
4277,24.9912,5.08622
4632,26.484,5.04331
2525,29.9389,5.01534
4626,19.9014,5.12767
2225,25.6965,5.28307
4648,24.6516,5.01735
5826,23.4307,3.55573
5290,21.9254,5.26678
4778,25.2126,5.06069
4959,25.1628,3.08058
935,29.3827,2.69784
624,26.39,2.38938
2345,21.0444,4.8237
5013,18.6351,3.6958
3172,28.3339,4.81475
1769,23.1054,4.74977
1825,21.7566,4.89074
2560,23.2973,4.54021
5268,23.2397,4.62831
1810,24.1609,4.38819
6542,25.3575,4.55587
5968,23.6676,4.04839
1997,28.3969,3.90335
2164,24.5273,2.90183
5918,26.1134,5.05001
5141,22.0883,4.97059
1994,23.9759,4.82593
2874,23.6343,4.0015
5082,21.9131,4.9113
5126,22.8595,3.96027
3485,20.2579,5.03446
2335,19.8625,5.10795
1984,23.0768,5.27145
1737,24.3631,4.83816
5119,27.3579,5.12595
1982,22.9997,5.07295
2353,22.3765,4.82933
2346,22.565,4.68148
1847,21.4407,4.974
2001,23.4057,4.78619
1827,28.548,4.99809
6419,22.8886,3.70619
1763,24.0372,4.84724
1777,27.4152,4.65478
2167,22.4462,4.74952
5189,23.6245,4.67241
4455,23.6096,4.72947
2357,25.6838,4.95103
1802,23.33,4.71552
4809,23.1886,5.02969
5098,26.0319,3.54717
2457,24.7726,4.67771
937,25.0528,4.74903
2590,25.8972,1.97258
1807,26.9771,2.38204
3929,26.8222,2.07751
272,27.3904,2.12609
4750,25.7529,2.15594
365,30.4543,2.08601
25,28.5439,2.1121
75,26.211,2.11242
222,26.4797,2.08957
225,26.3902,2.23026
5895,26.8703,2.35515
1676,24.9465,1.98947
219,28.4617,1.98298
203,23.1835,2.42014
1640,25.2775,2.23064
103,27.1097,2.1873
834,28.278,2.12195
341,23.7134,2.30898
11,27.0729,2.08918
5401,25.2752,2.30161
193,24.4403,2.38596
2607,26.0351,2.22558
3974,27.9079,2.28695
4285,27.5567,2.3238
3637,23.5475,2.28988
2600,23.6217,2.27513
293,27.7024,2.40187
6226,24.4459,2.0531
1391,26.6545,1.86762
747,26.8895,2.25241
223,26.7771,2.11801
1279,27.0502,1.99313
3142,23.0211,2.50588
486,23.2845,2.24186
1218,24.7534,1.99764
5407,24.1943,2.00474
5404,24.8788,2.47246
5181,22.4583,2.21873
5420,23.9659,2.41593
4342,30.9535,2.09795
816,23.7451,2.27819
708,25.6188,2.02581
1257,25.2242,2.54775
1370,24.3974,2.37883
2458,23.7903,2.34254
2539,23.4631,2.21832
316,25.0726,2.40108
1712,23.3623,2.42356
4575,25.5766,2.16839
555,24.7043,2.39459
1403,25.0473,1.93033
433,23.6622,2.2228
1495,25.5711,2.25368
4637,24.7234,2.1425
56,25.574,2.40864
2729,23.9661,2.33109
5696,29.8666,4.32864
3158,31.5467,3.10514
4723,25.9875,4.28799
2283,22.3701,3.04251
5887,29.8484,4.01755
3527,27.4627,4.14231
3472,27.9922,2.96251
4584,27.0005,4.61567
5716,29.3464,4.64573
4735,26.6078,3.13266
6606,28.9567,4.21452
3794,23.9017,3.26751
4371,27.5985,2.86705
6348,25.5755,4.29326
6170,22.5651,3.22526
4401,24.18,3.21235
5133,23.5575,4.34871
5948,28.3964,4.73484
4262,22.6377,4.52115
4782,22.1274,4.88943
5344,21.0519,4.7316
6694,22.9293,4.6669
6708,25.4629,4.89683
5932,23.5523,4.94887
5750,23.808,4.87082
6048,22.4307,4.76401
4775,21.9145,4.90182
6676,19.8905,4.92189
6689,19.5196,4.87724
3480,21.4066,3.47149
6608,21.9956,4.79769
6607,23.4984,4.85214
4685,20.9739,4.88826
6604,20.6055,4.77777
6106,23.4105,4.96066
6319,27.5313,5.01646
6605,22.8759,4.71139
4731,25.2171,4.71884
6666,28.6017,3.75497
5705,22.3397,3.71024
5312,21.8796,3.10751
5093,23.9565,4.30111
4603,24.6661,3.00934
5959,21.4879,3.94085
6199,24.7376,3.91582
6200,23.9191,3.75165
6702,23.574,3.72997
6444,19.2878,4.38439
6483,20.7307,4.03241
6507,23.0061,4.25601
6407,24.3605,4.19491
6652,21.7277,4.50505
6156,21.3023,4.04023
4746,20.8716,4.33856
6634,22.4393,4.10076
6010,19.0792,4.25083
5874,19.9669,4.11447
4935,26.2575,2.38559
977,22.2184,2.38133
5679,22.3266,2.36923
5511,26.5774,2.02087
5854,21.8028,2.07387
2640,24.6519,2.41213
5607,20.0579,2.66242
3402,28.5063,2.21187
3459,23.8047,2.30159
3215,23.2248,2.65105
3680,22.9287,2.7692
4290,25.8142,2.23169
2655,23.42,2.32694
6639,23.965,2.39762
3506,23.3643,2.13509
4767,24.7029,2.80132
5727,26.7231,2.87141
1533,29.2354,2.23233
587,29.1931,1.88348
1225,21.5112,2.43596
3971,23.0569,2.81128
6004,25.9263,2.40494
4291,24.8081,2.69712
3661,22.4501,3.05837
3196,26.4251,1.99028
2059,26.9477,1.84658
3229,25.8986,1.99986
4561,24.3521,2.16911
900,25.0044,2.05527
6500,27.4834,2.1537
6729,27.2934,2.26645
3737,27.7582,2.17414
6502,23.2324,2.21438
5190,26.8853,1.98544
5544,25.1887,2.09471
435,27.2017,1.7931
2682,23.8971,2.22662
2642,28.162,2.05301
5160,26.1896,2.02733
4829,23.2484,2.29623
6565,23.9231,2.05445
6332,25.6258,2.2239
5518,22.8154,2.69285
3331,22.8954,2.64526
6214,26.6733,2.83783
4816,22.5354,2.57514
6240,21.8952,2.74127
3845,24.3803,3.81119
3822,23.1165,2.88388
6215,22.334,2.80671
4795,25.502,2.47028
6003,23.8402,2.68356
4534,22.6545,2.63732
3796,24.3791,2.52399
5919,19.7458,2.82494
3336,22.3154,2.71188
4828,21.7919,2.76399
6426,21.9574,3.66043
6512,22.2092,2.75341
5762,23.3911,2.60056
1073,28.3518,1.96137
131,26.9567,2.02448
6328,26.8195,2.0569
238,25.7986,2.10836
3467,23.858,2.1825
1729,24.6911,2.5093
1247,23.9007,2.66988
138,25.4351,2.42312
885,24.1103,2.5753
3323,21.5904,2.73818
509,23.4888,2.57562
5902,20.7032,2.77182
1512,23.0105,2.73249
811,22.1125,2.56326
1100,22.9133,2.5374
467,24.5708,2.57366
752,23.3057,2.79439
1989,26.2821,2.62317
4573,25.8232,2.71494
3340,24.0415,2.76923
1626,23.2628,2.94503
41,22.7241,2.75111
4281,25.4163,2.88518
4035,20.1228,2.87733
5310,22.4531,3.03727
224,23.0017,3.02108
265,22.1775,2.73045
2559,23.0585,3.15718
6203,22.3283,2.78884
136,22.6783,2.78159
3515,24.8058,2.86951
5666,23.8559,2.7794
714,23.2598,2.92024
5992,23.9596,3.00423
4653,22.0552,2.40323
2554,21.5606,2.60003
1089,23.5993,2.81311
1672,24.0717,2.6883
4361,23.8575,2.68424
5624,22.638,2.6434
1811,22.1559,2.58926
2577,22.3085,2.70502
1228,24.5133,2.8711
5732,22.2069,3.75666
2070,23.5498,2.68061
6016,20.7417,2.72566
5438,22.1803,2.72967
2495,24.5938,2.70704
6327,26.2337,2.89788
3167,27.1155,2.40749
1647,22.9545,2.74897
2180,24.2371,2.92789
2191,23.7533,2.68331
87,23.3577,2.96794
5113,22.9161,2.99039
5684,22.5899,2.95947
3151,24.8804,2.57445
5938,20.3245,2.7236
5457,21.6844,3.01113
709,23.0302,3.07839
204,24.6821,2.11801
148,29.4144,2.33797
987,29.3707,2.98146
988,20.3499,4.60162
6436,25.1298,4.43523
6519,25.9187,4.15837
6060,25.0152,4.04657
5049,21.0951,4.26336
3624,29.3594,2.83306
5736,29.2958,3.93841
329,26.8812,3.19185
5099,21.6245,4.44062
271,25.6595,3.24078
4567,23.4904,3.9584
514,26.6056,3.11271
4458,22.8969,3.04458
5254,18.9933,3.33754
287,26.3825,3.4982
870,25.6806,3.35759
3171,22.0207,3.27711
601,26.0848,4.46795
2638,25.2365,3.59791
6746,22.5224,4.82319
2027,21.3968,4.67664
1751,29.8279,4.51265
871,25.5813,4.68462
2487,24.611,4.43901
1554,21.6521,4.84342
1803,17.8925,4.6576
3137,23.7554,4.65955
4006,26.1556,4.60715
5659,25.7428,4.58917
545,24.4208,4.81844
6423,26.092,4.48783
564,28.1503,4.6524
1601,22.3105,4.61086
1468,22.4626,4.47274
1546,21.1074,4.69159
533,27.492,3.52192
496,24.5655,4.42563
2347,24.0363,4.42376
1537,21.2593,4.45372
884,25.946,4.58927
358,22.2355,3.31665
352,27.6443,4.5776
569,21.8046,4.64038
2161,24.4091,4.80383
6422,23.8329,4.68844
28,23.6999,4.63522
333,31.2883,2.8149
5891,27.8025,3.89395
335,23.7954,4.50048
743,21.2578,3.54699
2791,28.8057,2.78092
6415,24.964,4.36378
4528,25.8051,4.52003
1660,25.1893,3.51986
2344,25.1869,4.13261
2579,25.2679,4.16519
5030,25.4525,3.3158
334,23.7018,3.78346
4299,22.3673,4.64422
4383,26.0275,4.71379
1230,21.3607,4.67847
6402,18.3028,4.59675
4640,26.0049,4.72642
5421,27.3016,4.70062
4263,22.968,4.66288
371,18.4226,4.79619
6431,23.0596,4.48495
5806,24.3703,3.70508
640,23.6688,4.43448
354,24.4464,4.46306
4856,22.0123,4.41679
2895,23.0835,4.74897
6195,23.0777,4.57495
3017,24.2026,4.48569
5298,21.6698,4.58777
4773,22.474,4.60434
4012,25.3446,4.47737
806,22.8111,4.54667
6590,26.7043,4.543
3760,25.516,4.5793
3015,29.4593,3.1513
191,30.2516,4.18533
3799,25.4051,4.20356
1507,29.2445,3.20753
340,31.8424,3.09566
4930,27.3861,3.54407
2399,27.9884,3.36305
578,25.1249,3.41143
1126,23.1738,3.50848
1559,26.4974,3.07278
3003,26.6547,3.63221
5590,24.1923,4.64419
174,26.0741,3.51734
6490,29.2431,4.33714
3838,25.7625,4.31358
378,22.6828,3.51396
3951,28.2734,4.42527
2340,25.9495,3.61152
3988,21.926,3.9244
4023,21.5068,4.8045
2228,24.1351,3.36346
3157,27.2335,4.35285
1591,24.0725,4.4784
5947,25.9157,4.65614
5418,23.7989,3.66509
1518,29.9524,4.75511
1450,20.6568,3.75881
1765,20.8984,4.66699
1585,23.637,4.74128
1551,24.374,3.76244
296,23.7995,3.67766
695,22.904,4.65189
3173,22.8577,3.67669
3193,23.7631,3.68473
3181,23.6745,4.69589
4508,29.1939,3.62134
5952,25.2343,2.96835
3117,26.6065,3.1739
145,25.5169,3.95697
6459,23.0566,3.66949
229,27.8753,3.21315
1493,22.6707,3.95574
3990,26.1896,3.1375
4203,24.9678,4.11684
5236,27.8218,3.85039
5149,24.5218,3.68079
5881,23.1803,3.81549
4083,22.9252,3.47287
5964,22.1809,4.15287
3986,22.1348,3.40461
3550,24.7957,3.22125
5240,23.2997,4.09697
6484,21.8436,4.23974
6463,26.2158,4.02218
5585,24.417,4.06115
6621,22.6508,4.08422
379,26.8866,3.09007
4028,33.0605,3.02815
156,26.9267,2.93334
4085,27.8591,3.10651
3324,25.5243,3.35963
4121,22.5584,3.34679
291,25.8345,3.03164
2614,29.3946,3.13876
4145,24.2762,3.34357
4050,25.8458,3.25091
2632,26.206,4.56954
5413,27.9796,2.96701
5973,22.1616,4.81001
1590,20.9515,4.98912
4467,21.3758,3.50664
6032,22.0878,3.50729
2051,22.8991,3.49042
5667,21.9391,3.52549
128,20.5945,4.84357
3591,24.1988,5.01194
6355,27.8181,4.74538
677,18.599,5.10352
2603,22.2529,3.59626
4119,21.5644,4.84412
6460,25.5253,4.86126
6027,21.848,4.89936
1787,23.6988,3.55089
4601,22.4188,5.12496
451,21.7326,3.3988
5077,23.5062,4.85846
4269,24.2381,3.49412
3484,28.6581,3.44753
4611,26.7725,4.86714
3356,23.2607,4.81152
120,23.8297,4.05432
4780,20.667,5.0661
6181,26.4593,5.03668
3504,25.4491,3.24961
2172,26.45,3.18609
1248,26.0634,5.04018
1308,20.2423,3.44738
1038,25.0175,3.38078
48,26.5824,2.26492
554,26.0901,3.58223
3201,29.1219,3.47196
2252,29.7992,2.62345
1317,25.0846,3.89612
337,22.6444,2.91859
63,25.3549,3.24636
1466,22.2349,3.07608
3010,27.1498,4.10817
1014,23.4519,3.95918
3260,26.3191,3.05733
3266,23.5338,4.33254
6084,21.7142,4.10902
6185,22.9496,4.2543
5146,28.8953,4.44604
5740,23.9449,3.3172
3966,25.4033,3.27506
279,21.6779,3.15496
4283,22.1761,4.37266
6765,21.5341,4.21797
4521,25.3256,3.37218
2856,23.4764,4.3732
5492,25.9643,2.99812
3777,24.5534,4.38311
6384,21.2275,4.10808
6026,33.3379,4.27824
4005,27.3148,4.45647
3931,26.9812,3.70442
2359,30.3573,3.43403
2395,21.9805,3.20456
2795,20.9156,4.51578
2352,27.1933,3.12151
2341,25.0371,3.04202
5550,24.8382,2.97312
2398,24.9188,4.85016
2373,23.011,4.46838
2773,27.4624,4.00165
3247,26.0296,4.8289
3660,24.6548,4.43493
3163,24.6124,5.0553
2388,25.8194,5.17939
1742,27.5776,5.18366
31,20.0078,4.05313
2424,20.9317,5.17456
5730,24.7536,5.20166
1561,24.7363,5.43993
3152,23.1782,5.15447
6730,25.5237,4.98744
2986,26.8715,4.94832
2354,26.2076,5.16119
5611,27.2267,5.18371
1750,19.823,4.84002
5621,18.8722,5.38328
4933,24.6853,5.16984
2765,26.6068,5.3077
3465,23.1707,5.3953
3457,19.2553,5.39191
3179,25.6209,5.34621
5578,25.1296,4.9736
5178,24.6942,5.04964
1209,26.2822,5.08942
5212,28.0831,5.06098
6464,22.381,5.28445
2461,21.2296,5.21339
5001,23.927,5.02202
2165,23.3121,5.1627
5984,19.5172,5.29134
6462,21.7883,5.38149
3498,26.432,5.28298
865,25.2188,2.45518
1285,26.8883,1.94439
4152,26.583,2.51084
3560,22.3068,2.70617
4976,30.0084,2.34747
5406,25.9412,2.01096
4248,24.6808,2.99317
6513,24.7905,2.59823
4618,26.5526,2.87089
1241,26.0067,1.92576
1325,26.3796,2.39798
6336,25.5477,2.41004
4783,24.4132,2.9931
2013,22.2696,2.28803
4001,25.3919,2.44911
4946,25.9459,1.97158
2994,23.2821,2.75212
1334,25.4642,2.94701
4343,25.6219,2.48897
781,23.5345,2.42672
4920,22.6501,2.3428
5519,23.4429,2.90028
5885,25.4536,2.42201
2706,25.0951,2.53817
6514,24.0433,3.13664
5870,24.5684,3.13013
1374,22.5402,3.2438
5324,23.6636,3.01804
5680,21.1696,2.91583
3756,20.325,2.95172
4308,24.4569,3.15535
4357,22.9544,2.97783
3543,22.2879,2.85564
771,24.5152,3.23562
4939,27.9335,1.80848
2200,26.6809,1.98437
4814,26.7526,2.10611
2056,30.3717,2.18915
610,31.1601,2.14687
6387,26.8183,2.30951
1305,24.6088,1.86994
4039,29.6998,1.88158
5024,27.6382,2.16014
3683,27.7723,2.09726
6009,24.7804,2.31456
4678,27.0908,2.14413
2609,25.8169,2.17138
1114,29.6974,2.11296
188,26.6908,2.26511
4917,28.804,2.21325
5036,27.5039,2.12303
4476,24.1482,1.92917
6378,26.9659,2.20702
6110,25.6581,2.32368
6544,23.8462,2.3598
5032,25.1116,2.32228
1075,25.2377,1.99933
6342,24.0745,2.25579
5426,25.6622,2.17582
5596,25.5,2.26458
4907,24.3241,2.38068
5076,26.141,2.21553
2935,24.8022,2.36627
6331,22.3379,2.23187
854,24.3651,2.35174
6481,25.4248,2.29163
6564,24.9147,2.27954
1360,26.903,2.40969
6461,26.6752,2.48798
6323,26.9614,2.27257
6070,21.7739,2.47427
4525,26.3471,2.26274
6347,23.7406,2.30247
772,26.4271,2.0686
5428,23.6431,2.25496
6725,25.3341,2.29598
5719,22.8926,2.20466
5409,23.9631,2.82122
907,23.7876,2.61176
2702,25.3129,2.71993
1310,23.7512,2.73159
4951,22.7136,2.6527
773,24.2375,2.73234
5288,22.252,2.88608
6537,21.2516,2.88878
4777,22.9986,2.90759
6135,23.4325,2.73372
3161,22.2485,2.88247
4902,21.8435,2.61384
4992,24.3342,2.83735
4519,20.3785,2.75196
6330,20.7753,2.86582
6339,21.2187,2.99321
4943,20.9728,3.02638
3571,23.0629,2.88832
6046,20.5297,2.93868
2852,22.7349,2.73145
6052,26.242,2.76183
5033,22.9558,2.77345
6130,24.4997,2.72071
5039,25.3645,2.69745
2198,21.3406,2.56149
5483,23.4625,2.52082
5776,22.4814,2.75025
6162,20.9028,2.91779
6140,24.1193,2.72889
5589,23.3139,3.73975
5821,23.8811,2.79568
3739,20.8079,2.9146
4968,23.8735,2.49061
4932,23.3454,2.74111
2708,23.9239,2.73111
1846,22.5173,2.68859
4704,23.9436,2.63518
5672,22.9667,2.73401
4069,22.6924,2.70712
6632,23.0577,2.72353
4914,24.0939,2.55653
5652,21.7184,2.7258
5834,22.3581,2.58034
4688,25.3526,2.56564
5031,25.757,2.50184
4252,22.4173,2.67249
4938,24.7952,2.59636
5408,23.7677,2.54924
4015,21.9138,2.56307
1547,25.013,2.62674
6141,23.0748,2.42673
1246,22.6916,2.60395
919,19.7869,2.75904
5911,23.2386,2.40317
5921,24.8438,2.44909
6397,22.7926,2.55102
746,23.3081,2.49847
5092,24.0412,2.46345
4732,22.1749,3.42785
2634,23.4106,2.52374
5689,23.8721,2.5018
4940,22.6197,2.54514
4903,23.3833,2.58006
5912,26.4904,2.4752
4936,21.668,2.68487
4595,27.6463,2.59863
6202,23.3931,3.50846
3131,23.6296,2.53792
4692,22.5843,2.68822
3812,22.8529,2.92564
6696,22.749,2.63421
2898,24.1353,2.74521
1510,22.876,2.76355
2002,19.7269,2.79427
4132,21.2085,2.76908
4127,24.8704,2.81194
1571,23.6795,2.74639
6442,24.4186,2.68299
3492,28.8278,3.7213
4991,27.6346,3.82155
3954,26.5963,3.62837
6054,23.4511,4.0062
1708,27.2245,3.439
3957,24.589,4.07421
2656,26.5938,3.67543
6706,25.0359,3.81827
2053,22.862,3.99029
3955,25.4697,3.81146
4027,24.7384,3.64264
3511,26.4798,4.09364
4150,24.2311,4.55777
4049,20.84,4.47205
2544,23.1978,4.35029
4547,27.2097,3.50228
1743,22.4352,4.11917
117,23.1403,4.2518
3062,22.1907,4.24059
6414,20.593,4.23544
4373,23.3466,2.98869
1143,24.9171,2.6229
4454,23.8676,2.76631
5490,21.017,2.88547
2095,25.223,2.93392
6667,23.5237,2.66667
423,22.51,2.69007
2234,19.2274,2.95663
304,18.5274,2.88782
1791,24.1118,2.74066
484,21.8842,2.50004
321,24.3807,2.68337
1168,18.692,2.75213
5528,30.2076,4.36617
5553,30.6573,4.50924
3386,30.5685,4.33982
5618,28.8437,4.15497
3996,23.7201,4.74391
4955,27.2684,4.68972
5994,26.3069,4.76576
5910,23.4227,4.74058
3360,24.696,4.93459
4007,18.3967,4.93877
5859,24.4558,4.44958
5439,22.7655,4.44131
6622,27.79,4.66578
3379,28.6149,4.80142
5865,30.5175,4.35888
4952,26.7185,4.65407
5443,22.1927,4.77781
4491,23.5771,4.93596
3544,22.7634,4.98221
4950,23.0736,4.7299
5095,24.0614,5.0499
4947,23.4825,4.71829
3532,21.8566,4.85537
3985,22.0452,5.17212
3533,25.1821,4.75837
3969,23.8047,4.76793
5440,25.7988,4.85497
5570,23.1384,4.66015
4942,25.3703,4.83415
3975,23.3253,4.8762
2626,24.8794,4.82337
6540,22.8172,4.91109
6541,24.7508,5.12461
3981,19.8647,4.76794
4594,20.6021,4.90815
4957,25.5324,4.92441
3387,26.8649,4.71342
5179,24.3492,4.83372
3824,29.7173,2.97161
1287,30.6969,3.16082
1553,29.1771,4.08649
5777,24.0495,4.78356
1876,26.3242,3.1712
3489,26.6552,2.91809
3976,25.1863,4.62061
6222,22.3457,4.61103
4020,28.4806,3.336
3140,26.2636,2.95898
4265,26.4246,2.84278
2393,25.7697,3.05763
5317,28.5357,5.00284
6626,27.044,4.95218
5327,27.7934,5.08853
4073,29.3372,4.93524
4504,23.1326,3.55359
2187,22.7868,5.20638
4748,29.245,5.30948
342,23.641,3.37462
6693,20.9624,5.03125
4847,22.2981,5.03487
4533,24.8049,3.53172
1051,25.7206,4.98241
3651,22.9119,4.89141
4243,25.8932,5.04673
4267,24.3712,4.885
5020,19.4836,5.12781
5022,22.9941,3.53723
5898,22.0003,5.19922
6167,21.6119,4.8905
1398,21.9448,4.74607
5063,27.7276,4.94551
4582,19.8339,5.04419
4075,26.9098,5.00086
1293,22.4632,5.02249
1102,26.4408,5.24487
5180,19.4472,4.96843
4074,25.8959,4.97542
4823,23.0959,4.846
4462,27.0759,3.67028
5508,26.261,4.15555
3000,27.4705,4.21429
4264,24.3655,4.05395
6302,21.313,4.58731
6219,25.4221,4.44339
3984,26.0702,4.31595
3844,21.3083,4.23557
4306,25.0719,4.45947
6517,24.8256,4.34839
4098,23.4721,4.39594
3843,26.8696,4.35138
3259,24.5304,4.26052
6105,19.8997,4.55311
5186,18.4554,4.58305
5744,22.3792,4.31038
6654,22.7207,4.18249
4630,23.5168,4.53093
3821,19.6721,4.54978
6157,22.7779,4.27333
5423,22.1442,4.68228
1745,24.5081,4.36379
4206,33.8931,2.91627
5242,22.7587,3.44188
5052,25.991,4.87766
2723,22.8466,4.31744
6672,25.7906,4.23104
4332,24.6912,4.74173
4076,24.6019,4.7704
5892,23.4508,3.31745
3366,26.5217,3.17476
1860,23.9556,4.31193
6751,21.1542,5.27826
6671,21.574,5.06241
3355,27.9509,5.2706
4610,20.9593,3.57853
5057,19.7985,5.17337
6768,27.1586,5.07598
3676,21.4527,5.23245
5894,28.6758,5.0859
6526,25.5173,5.08671
5775,23.7284,5.06782
5682,22.7316,5.06215
6752,24.3695,5.13547
3700,28.4652,5.40334
6687,25.1015,5.01189
6655,20.9416,3.45851
5981,27.1099,3.34874
3037,23.2296,5.3382
3282,20.1238,5.17262
5639,25.7993,5.14796
2789,23.2471,5.29433
5572,27.1717,2.74277
5411,25.7054,4.04308
4696,24.8307,3.88788
6430,23.7954,4.15093
6144,23.6524,4.13276
4734,24.1949,3.0754
5771,23.1016,4.2509
3305,23.3616,4.09711
5783,23.9795,3.98221
5960,24.5534,2.87635
3043,25.625,4.1573
4799,25.2967,3.93539
4298,25.6137,3.80252
4717,25.8483,3.94277
1164,25.9259,4.12968
2657,27.7988,4.11079
3834,22.9982,4.33463
3345,22.7685,4.32457
3035,27.0227,3.91099
3679,20.7646,4.50574
3103,25.7614,2.86178
6155,23.8932,4.11331
5103,22.8299,4.65348
653,19.1491,4.86961
5681,24.2637,4.7532
6126,22.798,4.42037
3561,24.4344,4.30756
2969,24.5448,4.43575
5754,25.7465,4.58644
6733,22.6958,4.44116
6684,20.253,4.3882
4378,20.8161,4.85145
3029,22.7574,4.46263
3240,23.5199,4.41986
6306,21.9259,4.51129
6315,21.5643,4.4736
2190,25.7852,4.4498
6180,20.6891,4.66077
6664,26.0678,4.51461
5930,19.165,4.50293
5726,23.6203,4.5042
5503,21.4543,4.40856
4597,23.7429,4.56213
6547,28.4672,3.4127
3545,21.6912,3.90626
3390,24.4873,3.94037
441,25.7293,3.80622
4295,23.8094,3.5173
2882,27.1684,3.85121
6363,22.461,3.819
5241,25.3663,4.08865
6645,25.4479,4.06628
5923,23.2532,4.25038
6754,21.817,4.08627
5261,22.4825,4.06607
2585,24.0582,3.98272
6411,26.4172,3.83991
3374,19.7007,4.14181
2993,24.725,4.22496
2484,24.4837,4.36663
4585,24.1654,3.79051
3289,28.0292,4.42326
3243,24.137,4.2815
5071,18.2234,4.4775
5974,21.8705,4.162
3405,25.3571,4.12044
6457,24.8833,4.3859
3225,29.7279,4.18439
2972,27.2626,4.35318
6210,22.1194,4.33661
4268,24.8961,4.31634
5159,21.7378,4.44142
4348,24.3564,4.16819
6717,28.2345,4.29107
2890,24.3275,2.56021
3939,22.1269,2.93526
2106,23.1954,2.76236
3072,22.9387,2.62165
5954,25.7398,2.50277
6236,23.1113,3.00286
6189,21.2964,2.83568
1413,23.9948,2.72031
6194,23.0516,2.60385
3361,21.7205,2.94653
5724,26.17,2.93344
3274,23.7444,2.71304
5546,24.5474,2.51363
5804,24.1886,2.56223
3136,24.3602,2.67136
4286,25.0324,2.65058
617,24.5335,2.61419
539,21.1191,3.84167
6021,21.6366,2.71041
3872,21.0224,2.87154
1908,23.6897,2.70891
3168,23.5398,2.63513
4466,23.842,3.63589
2998,23.2255,3.84454
2028,22.8649,2.46697
615,20.0358,3.60161
5937,22.6479,2.59898
360,23.8827,2.24435
2929,25.8643,2.88168
3826,24.6677,2.63263
4579,20.3933,2.79346
4205,23.1514,2.73154
2906,24.2473,2.74673
1258,21.8733,2.71473
3684,23.9503,2.75016
3781,25.016,2.87399
3876,19.2536,3.01766
2942,21.4634,2.77354
4461,22.7827,2.87554
3786,22.251,2.73156
3049,23.1164,2.78404
3588,25.1733,2.68519
2148,25.7713,2.60766
